lang,script,N,logN,H,zH,peak,k_close,d_nn,nn_lang,d_up,target_lang,up_resratio,support_val,fp_val,magnet_ratio,category
ikk_Latn,Latn,44245,4.646,2.7753,-1.059,0.2,9,0.7152,ibo_Latn,0.7152,ibo_Latn,0.4425,38,0,0.0,head
ikt_Latn,Latn,1601,3.205,3.0811,3.22,0.2,195,0.5846,vot_Latn,0.7423,esi_Latn,0.145,2,0,0.0,mid
ikw_Latn,Latn,17829,4.251,2.8253,-0.359,0.2,43,0.7338,ibo_Latn,0.7338,ibo_Latn,0.1783,11,1,0.083,mid
ilb_Latn,Latn,10085,4.004,2.9436,1.296,0.2,177,0.3872,leh_Latn,0.3872,leh_Latn,0.1806,10,2,0.182,mid
ile_Latn,Latn,14414,4.159,3.0454,2.722,0.2,317,0.2892,ina_Latn,0.2892,ina_Latn,0.2561,13,33,2.357,flat_magnet
ilo_Latn,Latn,100000,5.0,2.987,1.904,0.2,187,0.6582,pag_Latn,,,,948,6,0.006,head
imo_Latn,Latn,23862,4.378,2.8035,-0.664,0.2,4,0.5589,ubu_Latn,0.5589,ubu_Latn,0.408,7,0,0.0,head
ina_Latn,Latn,56283,4.75,2.9898,1.942,0.2,258,0.2892,ile_Latn,0.3406,ita_Latn,0.5628,49,51,1.02,head
inb_Latn,Latn,17919,4.253,2.7707,-1.123,0.2,9,0.9648,yup_Latn,1.0316,qup_Latn,0.7503,9,0,0.0,mid
ind_Latn,Latn,100000,5.0,3.0522,2.817,0.2,252,0.0644,zsm_Latn,,,,2432,119,0.049,twin
inh_Cyrl,Cyrl,2521,3.402,2.9674,1.288,0.2,109,0.2953,che_Cyrl,0.2953,che_Cyrl,0.0448,1,31,15.5,tight_lowres
ino_Latn,Latn,23125,4.364,2.8086,-0.592,0.2,2,0.7545,kyg_Latn,0.7545,kyg_Latn,0.8539,5,0,0.0,head
iou_Latn,Latn,32094,4.506,2.7764,-1.043,0.2,1,0.9389,awx_Latn,1.2774,vro_Latn,0.6274,21,0,0.0,head
ipi_Latn,Latn,19056,4.28,2.8343,-0.233,0.2,5,0.9781,sby_Latn,1.1028,kyc_Latn,0.6825,4,0,0.0,head
iqw_Latn,Latn,11059,4.044,2.8691,0.254,0.2,51,0.2006,izz_Latn,0.2006,izz_Latn,0.295,13,0,0.0,mid
iri_Latn,Latn,17827,4.251,2.8005,-0.706,0.2,31,0.9073,eto_Latn,1.1183,izr_Latn,0.9991,13,0,0.0,mid
irk_Latn,Latn,13515,4.131,2.9088,0.809,0.2,65,0.8264,goh_Latn,0.9917,som_Latn,0.1351,16,0,0.0,mid
iry_Latn,Latn,13449,4.129,2.8674,0.231,0.2,82,0.7044,alj_Latn,0.7892,bcl_Latn,0.1345,15,0,0.0,mid
isd_Latn,Latn,10971,4.04,2.9194,0.958,0.2,85,0.8032,ibg_Latn,0.8032,ibg_Latn,0.1125,11,0,0.0,mid
ish_Latn,Latn,88944,4.949,2.7774,-1.03,0.2,8,0.7964,bin_Latn,0.7964,bin_Latn,0.8894,79,3,0.037,head
isl_Latn,Latn,100000,5.0,2.8727,0.304,0.2,107,0.2605,fao_Latn,,,,192,3,0.016,head
iso_Latn,Latn,100000,5.0,2.8085,-0.595,0.2,10,0.5449,urh_Latn,,,,530,0,0.0,head
ita_Latn,Latn,100000,5.0,3.0087,2.207,0.2,249,0.2641,nap_Latn,,,,2329,20,0.009,head
itl_Cyrl,Cyrl,978,2.991,2.9924,1.619,0.2,101,0.5352,sel_Cyrl,0.6532,ckt_Cyrl,0.431,1,0,0.0,isolated_tail
itv_Latn,Latn,13512,4.131,2.9173,0.928,0.2,91,0.6174,ibg_Latn,0.6174,ibg_Latn,0.1386,12,0,0.0,mid
ium_Latn,Latn,42126,4.625,2.7921,-0.824,0.2,1,0.9865,kas_Latn,1.1773,bar_Latn,0.4213,36,0,0.0,head
ivb_Latn,Latn,11038,4.043,2.934,1.163,0.2,105,0.5148,ivv_Latn,0.8153,pag_Latn,0.1104,14,0,0.0,mid
ivv_Latn,Latn,11031,4.043,2.9075,0.791,0.2,105,0.5148,ivb_Latn,0.5148,ivb_Latn,0.9994,11,0,0.0,mid
iws_Latn,Latn,24587,4.391,2.7783,-1.017,0.2,0,1.023,eme_Latn,1.3274,kmh_Latn,0.5274,5,0,0.0,head
ixl_Latn,Latn,54068,4.733,2.862,0.155,0.2,3,0.8652,mam_Latn,0.8652,mam_Latn,0.5407,41,0,0.0,head
izr_Latn,Latn,17843,4.251,2.8219,-0.406,0.2,45,0.8739,eto_Latn,1.0248,bam_Latn,0.9543,21,0,0.0,mid
izz_Latn,Latn,37494,4.574,2.8619,0.153,0.2,17,0.2006,iqw_Latn,0.8054,ibo_Latn,0.3749,32,0,0.0,head
jaa_Latn,Latn,4307,3.634,2.851,0.001,0.2,66,0.793,mrv_Latn,1.0425,hay_Latn,0.3115,6,0,0.0,mid
jac_Latn,Latn,24475,4.389,2.8461,-0.067,0.2,17,0.7361,kjb_Latn,0.7361,kjb_Latn,0.6591,24,0,0.0,head
jae_Latn,Latn,21891,4.34,2.7508,-1.401,0.2,5,0.6627,buk_Latn,0.6627,buk_Latn,0.9094,23,0,0.0,head
jam_Latn,Latn,32289,4.509,2.8598,0.123,0.2,111,0.4556,icr_Latn,0.6044,bzj_Latn,0.3229,29,2,0.067,head
jav_Java,Java,6597,3.819,2.7689,0.0,0.2,0,1.0026,ldn_Latn,,,,7,0,0.0,mid
jav_Latn,Latn,100000,5.0,3.0782,3.181,0.2,332,0.3909,jvn_Latn,,,,215,6,0.028,head
jbo_Latn,Latn,12439,4.095,2.8963,0.634,0.2,260,0.6645,avk_Latn,0.7379,nap_Latn,0.4764,12,0,0.0,mid
jbu_Latn,Latn,13500,4.13,2.8525,0.021,0.2,55,0.8514,sby_Latn,0.9579,hau_Latn,0.135,12,0,0.0,mid
jic_Latn,Latn,17740,4.249,2.8163,-0.485,0.2,7,0.9655,tzl_Latn,1.2155,nap_Latn,0.6795,16,0,0.0,mid
jiv_Latn,Latn,17510,4.243,2.8675,0.231,0.2,40,0.4715,acu_Latn,0.4715,acu_Latn,0.7143,18,0,0.0,mid
jmc_Latn,Latn,13528,4.131,2.9373,1.208,0.2,152,0.6554,old_Latn,0.6554,old_Latn,0.9998,12,0,0.0,mid
jpn_Jpan,Jpan,100000,5.0,2.605,0.0,0.2,5,0.3344,cmn_Hani,,,,1877,3,0.002,head
jra_Latn,Latn,19753,4.296,2.7658,-1.192,0.2,5,0.5871,rad_Latn,0.5871,rad_Latn,0.643,12,0,0.0,head
jun_Orya,Orya,6741,3.829,2.6926,0.0,0.2,1,0.6114,ory_Orya,0.6114,ory_Orya,0.0674,8,0,0.0,mid
jvn_Latn,Latn,23937,4.379,2.8813,0.425,0.2,47,0.3909,jav_Latn,0.3909,jav_Latn,0.2394,5,3,0.5,head
kaa_Cyrl,Cyrl,38209,4.582,2.8795,0.13,0.2,35,0.4735,kaz_Cyrl,0.4735,kaz_Cyrl,0.3821,33,0,0.0,head
kaa_Latn,Latn,20305,4.308,2.8724,0.299,0.2,43,0.7228,tat_Latn,0.7994,tur_Latn,0.2031,13,0,0.0,head
kab_Latn,Latn,100000,5.0,2.8704,0.273,0.2,120,0.6219,thv_Latn,,,,711,3,0.004,head
kac_Latn,Latn,100000,5.0,2.8065,-0.622,0.2,1,0.9801,kas_Latn,,,,200,0,0.0,head
kak_Latn,Latn,165,2.22,3.3579,7.094,0.2,781,0.3587,mgm_Latn,0.3587,mgm_Latn,0.9218,0,0,0.0,flat_magnet
kal_Latn,Latn,100000,5.0,2.8619,0.153,0.2,50,0.8289,ikt_Latn,,,,190,0,0.0,head
kam_Latn,Latn,100000,5.0,2.8171,-0.474,0.2,14,0.5919,kik_Latn,,,,290,0,0.0,head
kan_Knda,Knda,100000,5.0,2.6391,0.0,0.2,1,0.1121,tcy_Knda,,,,658,1,0.002,head
kan_Latn,Latn,4121,3.615,3.0765,3.157,0.2,483,0.2699,tel_Latn,0.4369,mal_Latn,0.3854,2,3,1.0,mid
kao_Latn,Latn,13507,4.131,2.848,-0.042,0.2,56,0.7763,mfg_Latn,0.8334,mnk_Latn,0.9978,13,0,0.0,mid
kap_Cyrl,Cyrl,776,2.89,3.0903,2.909,0.2,124,0.4577,lbe_Cyrl,0.4906,tkr_Cyrl,0.9987,1,0,0.0,isolated_tail
kaq_Latn,Latn,24486,4.389,2.7816,-0.97,0.2,6,0.7872,shp_Latn,0.7872,shp_Latn,0.3416,7,0,0.0,head
kas_Arab,Arab,10408,4.017,2.8247,-0.325,0.2,32,0.4065,urd_Arab,0.4065,urd_Arab,0.1041,10,5,0.455,mid
kas_Deva,Deva,7226,3.859,2.8915,0.352,0.2,58,0.269,snd_Deva,0.3022,hin_Deva,0.0723,5,27,4.5,mid
kas_Latn,Latn,405,2.609,3.519,9.349,0.2,1263,0.2633,ldn_Latn,0.3126,ory_Latn,0.931,0,2,2.0,flat_magnet
kat_Geor,Geor,100000,5.0,2.6717,0.0,0.2,1,0.1232,xmf_Geor,,,,621,2,0.003,twin
kaz_Cyrl,Cyrl,100000,5.0,2.8719,0.03,0.2,59,0.4735,kaa_Cyrl,,,,365,0,0.0,head
kbc_Latn,Latn,17609,4.246,2.8043,-0.653,0.2,20,0.9519,zpj_Latn,1.1628,mny_Latn,0.4205,11,0,0.0,mid
kbd_Cyrl,Cyrl,46268,4.665,2.7686,-1.332,0.2,23,0.3315,ady_Cyrl,0.9701,mhr_Cyrl,0.4627,43,7,0.159,head
kbh_Latn,Latn,17713,4.248,2.8432,-0.109,0.2,24,0.9358,tpw_Latn,1.0838,spa_Latn,0.1771,8,0,0.0,mid
kbm_Latn,Latn,24119,4.382,2.7842,-0.935,0.2,4,0.9841,eto_Latn,1.208,vls_Latn,0.9458,5,0,0.0,head
kbo_Latn,Latn,4300,3.634,2.8342,-0.234,0.2,45,0.6233,luc_Latn,0.6233,luc_Latn,0.6108,3,0,0.0,mid
kbp_Latn,Latn,100000,5.0,2.7978,-0.744,0.2,6,0.9315,las_Latn,,,,222,1,0.004,head
kbq_Latn,Latn,28955,4.462,2.8253,-0.359,0.2,22,0.929,ory_Latn,1.0896,hbs_Latn,0.2895,12,0,0.0,head
kbr_Latn,Latn,12888,4.11,2.8711,0.282,0.2,56,0.8188,wal_Latn,0.8188,wal_Latn,0.1289,14,0,0.0,mid
kby_Latn,Latn,1099,3.041,3.1352,3.978,0.2,344,0.3406,knc_Latn,0.3406,knc_Latn,0.1175,1,0,0.0,mid
kca_Cyrl,Cyrl,951,2.979,3.0746,2.702,0.2,154,0.4127,mns_Cyrl,0.4127,mns_Cyrl,0.9794,2,2,0.667,isolated_tail
kcg_Latn,Latn,11045,4.043,2.8043,-0.652,0.2,28,0.9278,kei_Latn,1.1838,tsw_Latn,0.624,2,0,0.0,mid
kck_Latn,Latn,26283,4.42,2.9774,1.77,0.2,237,0.642,ssw_Latn,0.642,ssw_Latn,0.2628,26,1,0.037,head
kdc_Latn,Latn,17827,4.251,2.9673,1.628,0.2,162,0.2302,cwe_Latn,0.4612,vid_Latn,0.9999,10,0,0.0,twin
kde_Latn,Latn,26927,4.43,2.9686,1.646,0.2,185,0.6236,ndj_Latn,0.625,mck_Latn,0.2693,23,1,0.042,head
kdh_Latn,Latn,1820,3.26,2.9231,1.01,0.2,94,0.7017,sju_Latn,0.7467,sld_Latn,0.1351,1,0,0.0,mid
kdi_Latn,Latn,17817,4.251,2.8828,0.446,0.2,68,0.5644,laj_Latn,0.5644,laj_Latn,0.8042,9,0,0.0,mid
kdj_Latn,Latn,13519,4.131,2.8957,0.626,0.2,63,0.5821,tuv_Latn,0.5847,teo_Latn,0.3232,14,0,0.0,mid
kdl_Latn,Latn,17708,4.248,2.8489,-0.029,0.2,47,0.4927,asg_Latn,0.4927,asg_Latn,0.9994,12,0,0.0,mid
kdr_Latn,Latn,85,1.934,3.7608,12.732,0.2,1409,0.1226,bor_Latn,0.1226,bor_Latn,0.5449,0,1,1.0,flat_magnet
kea_Latn,Latn,100000,5.0,2.9234,1.014,0.2,170,0.4434,pov_Latn,,,,125,8,0.063,head
kei_Latn,Latn,226,2.356,3.6841,11.659,0.2,1238,0.1564,ldn_Latn,0.1982,aqz_Latn,0.8339,0,0,0.0,flat_magnet
kek_Latn,Latn,100000,5.0,2.8646,0.191,0.2,15,0.7245,quc_Latn,,,,194,0,0.0,head
ken_Latn,Latn,17805,4.251,2.8187,-0.451,0.2,19,0.9336,anv_Latn,1.1579,twi_Latn,0.1781,10,0,0.0,mid
keo_Latn,Latn,6847,3.836,2.8524,0.019,0.2,77,0.7953,diu_Latn,0.8347,mhi_Latn,0.5056,6,0,0.0,mid
ker_Latn,Latn,6741,3.829,2.8669,0.223,0.2,65,0.8292,gid_Latn,0.8292,gid_Latn,0.611,12,0,0.0,mid
kew_Latn,Latn,26979,4.431,2.8052,-0.64,0.2,21,0.2794,kjs_Latn,1.1692,sun_Latn,0.2698,14,0,0.0,head
kex_Deva,Deva,739,2.869,3.2556,5.38,0.2,149,0.1508,gom_Deva,0.1508,gom_Deva,0.2114,0,0,0.0,flat_magnet
kez_Latn,Latn,13488,4.13,2.8411,-0.138,0.2,35,0.8634,mev_Latn,1.0152,bam_Latn,0.7214,14,0,0.0,mid
kff_Telu,Telu,6762,3.83,2.7096,0.0,0.2,5,0.3761,tel_Telu,0.3761,tel_Telu,0.0676,7,0,0.0,mid
kgf_Latn,Latn,28674,4.458,2.7692,-1.144,0.2,2,0.9898,tzl_Latn,1.1706,ded_Latn,0.8272,8,0,0.0,head
kgk_Latn,Latn,17217,4.236,2.8355,-0.217,0.2,22,0.5929,gun_Latn,0.5929,gun_Latn,0.9615,13,0,0.0,mid
kgp_Latn,Latn,19199,4.283,2.7235,-1.784,0.2,0,1.0052,kdr_Latn,1.3134,gug_Latn,0.192,16,0,0.0,head
kgr_Latn,Latn,6735,3.828,2.7885,-0.874,0.2,45,0.8559,eto_Latn,1.0253,jav_Latn,0.0673,8,0,0.0,mid
kha_Latn,Latn,34095,4.533,2.8233,-0.388,0.2,24,0.9236,asm_Latn,1.0563,sun_Latn,0.3409,28,0,0.0,head
khk_Cyrl,Cyrl,100000,5.0,2.7956,-0.977,0.2,39,0.4074,bxr_Cyrl,,,,225,3,0.013,head
khm_Khmr,Khmr,100000,5.0,2.6521,0.0,0.2,1,0.9391,cmo_Khmr,,,,104,0,0.0,head
khq_Latn,Latn,6762,3.83,2.888,0.519,0.2,115,0.5467,ses_Latn,0.5467,ses_Latn,0.3061,7,0,0.0,mid
khs_Latn,Latn,17585,4.245,2.7828,-0.953,0.2,6,0.9728,sby_Latn,1.1545,kki_Latn,0.9864,9,0,0.0,mid
khy_Latn,Latn,11021,4.042,2.91,0.827,0.2,95,0.5913,lol_Latn,0.5913,lol_Latn,0.9965,8,1,0.111,mid
khz_Latn,Latn,24568,4.39,2.846,-0.069,0.2,32,0.9017,mrv_Latn,1.0001,meu_Latn,0.2457,5,0,0.0,head
kia_Latn,Latn,41825,4.621,2.7961,-0.768,0.2,18,0.9306,kas_Latn,1.0553,wol_Latn,0.5998,32,0,0.0,head
kij_Latn,Latn,32364,4.51,2.8642,0.185,0.2,41,0.9024,sby_Latn,1.027,loz_Latn,0.3236,23,0,0.0,head
kik_Latn,Latn,100000,5.0,2.8135,-0.525,0.2,8,0.3507,mer_Latn,,,,476,1,0.002,head
kin_Latn,Latn,100000,5.0,2.9612,1.542,0.2,216,0.0826,run_Latn,,,,2190,106,0.048,twin
kir_Cyrl,Cyrl,100000,5.0,2.9331,0.836,0.2,63,0.4239,tyv_Cyrl,,,,599,12,0.02,head
kiu_Latn,Latn,100000,5.0,2.8923,0.579,0.2,25,0.3705,diq_Latn,,,,140,4,0.028,head
kix_Latn,Latn,11038,4.043,2.8106,-0.565,0.2,42,0.8863,vot_Latn,1.0037,nri_Latn,0.9986,10,0,0.0,mid
kjb_Latn,Latn,37135,4.57,2.8064,-0.623,0.2,4,0.5418,knj_Latn,0.8193,cac_Latn,0.6797,27,1,0.036,head
kje_Latn,Latn,17575,4.245,2.8836,0.457,0.2,47,0.8721,mgm_Latn,0.9781,lex_Latn,0.9163,13,2,0.143,mid
kjh_Cyrl,Cyrl,39529,4.597,2.8502,-0.257,0.2,52,0.5277,cjs_Cyrl,0.617,kaz_Cyrl,0.3953,27,0,0.0,head
kjs_Latn,Latn,24469,4.389,2.8214,-0.414,0.2,22,0.2794,kew_Latn,0.2794,kew_Latn,0.907,9,0,0.0,head
kkc_Latn,Latn,14662,4.166,2.826,-0.349,0.2,24,0.9269,mrv_Latn,1.1489,kki_Latn,0.8225,4,0,0.0,mid
kki_Latn,Latn,17827,4.251,2.9643,1.586,0.2,189,0.4399,cwe_Latn,0.5094,ziw_Latn,0.9999,8,0,0.0,mid
kkj_Latn,Latn,17797,4.25,2.8392,-0.165,0.2,19,0.9023,mev_Latn,1.0654,gya_Latn,0.4585,19,0,0.0,mid
kkl_Latn,Latn,2995,3.477,2.9271,1.066,0.2,88,0.7515,aqz_Latn,0.9258,ben_Latn,0.766,5,0,0.0,mid
kle_Deva,Deva,6765,3.83,2.7619,-1.436,0.2,41,0.4122,rav_Deva,0.6508,ghe_Deva,0.6116,8,0,0.0,mid
klt_Latn,Latn,3724,3.571,2.879,0.392,0.2,72,0.7831,ldn_Latn,0.9879,pam_Latn,0.109,4,0,0.0,mid
klv_Latn,Latn,21999,4.342,2.8635,0.176,0.2,34,0.926,kas_Latn,1.1215,bjn_Latn,0.7955,10,0,0.0,head
kma_Latn,Latn,6754,3.83,2.8255,-0.357,0.2,41,0.1275,kmy_Latn,0.1275,kmy_Latn,0.6113,7,0,0.0,twin
kmb_Latn,Latn,100000,5.0,2.887,0.504,0.2,117,0.7319,kwy_Latn,,,,288,3,0.01,head
kmd_Latn,Latn,6703,3.826,2.9133,0.873,0.2,95,0.7503,kak_Latn,0.8089,ksc_Latn,0.6106,6,0,0.0,mid
kmg_Latn,Latn,10497,4.021,2.824,-0.378,0.2,43,0.8888,tzl_Latn,1.0958,mlh_Latn,0.3357,11,0,0.0,mid
kmh_Latn,Latn,46615,4.669,2.8212,-0.417,0.2,1,0.6975,taw_Latn,1.2325,wol_Latn,0.6685,12,0,0.0,head
kmk_Latn,Latn,17725,4.249,2.9056,0.765,0.2,89,0.7564,kak_Latn,0.8918,bcl_Latn,0.1772,9,0,0.0,mid
kmm_Latn,Latn,29927,4.476,2.8568,0.082,0.2,65,0.6861,hra_Latn,0.6861,hra_Latn,0.9775,27,0,0.0,head
kmo_Latn,Latn,24242,4.385,2.8338,-0.24,0.2,30,0.9353,yup_Latn,1.1397,fuv_Latn,0.7928,8,0,0.0,head
kmr_Cyrl,Cyrl,6748,3.829,2.7809,-1.17,0.2,42,0.7512,lez_Cyrl,0.9007,tat_Cyrl,0.0675,7,0,0.0,mid
kmr_Latn,Latn,100000,5.0,2.8768,0.361,0.2,41,0.4666,kiu_Latn,,,,241,1,0.004,head
kms_Latn,Latn,24321,4.386,2.7785,-1.014,0.2,3,0.971,kas_Latn,1.2,jav_Latn,0.2432,7,0,0.0,head
kmu_Latn,Latn,23350,4.368,2.8329,-0.252,0.2,8,0.8147,ino_Latn,0.877,kyg_Latn,0.8622,14,0,0.0,head
kmy_Latn,Latn,11048,4.043,2.8157,-0.494,0.2,40,0.1275,kma_Latn,0.9317,sig_Latn,0.6241,6,0,0.0,twin
knc_Arab,Arab,6113,3.786,2.7262,-2.388,0.2,17,0.5723,shu_Arab,0.6279,arz_Arab,0.0611,7,0,0.0,mid
knc_Latn,Latn,9356,3.971,2.9873,1.908,0.2,370,0.3406,kby_Latn,0.6781,hau_Latn,0.0936,7,2,0.25,mid
kne_Latn,Latn,17520,4.244,2.9162,0.913,0.2,97,0.3772,xnn_Latn,0.6282,lbk_Latn,0.9955,10,0,0.0,mid
knf_Latn,Latn,19074,4.28,2.8296,-0.299,0.2,38,0.906,kdr_Latn,1.1177,wol_Latn,0.2735,13,0,0.0,head
kng_Latn,Latn,100000,5.0,2.8557,0.066,0.2,73,0.224,ktu_Latn,,,,719,4,0.006,head
knj_Latn,Latn,24479,4.389,2.7965,-0.763,0.2,5,0.5418,kjb_Latn,0.5418,kjb_Latn,0.6592,8,0,0.0,head
knk_Latn,Latn,13427,4.128,2.8613,0.144,0.2,66,0.5239,mfg_Latn,0.6076,bam_Latn,0.7181,12,0,0.0,mid
kno_Latn,Latn,13390,4.127,2.7391,-1.566,0.2,19,0.8783,msc_Latn,0.9008,knk_Latn,0.9972,13,0,0.0,mid
knv_Latn,Latn,54786,4.739,2.8495,-0.021,0.2,0,1.0345,sby_Latn,1.2536,chw_Latn,0.5486,16,0,0.0,head
knx_Latn,Latn,351,2.547,3.5582,9.898,0.2,744,0.249,max_Latn,0.2943,hoc_Latn,0.9237,1,1,0.5,flat_magnet
kny_Latn,Latn,3507,3.545,3.0091,2.213,0.2,169,0.5903,sbs_Latn,0.788,rnd_Latn,0.1431,4,1,0.2,mid
kog_Latn,Latn,17787,4.25,2.8004,-0.707,0.2,11,0.9609,zpj_Latn,1.1958,agr_Latn,0.5522,15,0,0.0,mid
koi_Cyrl,Cyrl,13537,4.132,2.8906,0.275,0.2,97,0.1438,kpv_Cyrl,0.1438,kpv_Cyrl,0.3608,11,30,2.5,mid
koo_Latn,Latn,100000,5.0,2.8666,0.219,0.2,73,0.3993,nnb_Latn,,,,158,4,0.025,head
kor_Hang,Hang,100000,5.0,2.5614,0.0,0.2,1,0.9513,wuu_Hani,,,,2557,0,0.0,head
kos_Latn,Latn,72165,4.858,2.8377,-0.185,0.2,48,0.8929,nov_Latn,0.951,sun_Latn,0.7217,66,1,0.015,head
kpe_Latn,Latn,78345,4.894,2.868,0.239,0.2,4,0.8478,mev_Latn,1.0565,gaa_Latn,0.7834,33,0,0.0,head
kpf_Latn,Latn,35264,4.547,2.8286,-0.314,0.2,12,0.8915,spl_Latn,1.1609,bim_Latn,0.5869,13,0,0.0,head
kpg_Latn,Latn,66707,4.824,2.8219,-0.407,0.2,0,1.0251,kzj_Latn,1.1619,wal_Latn,0.6671,53,0,0.0,head
kpj_Latn,Latn,17134,4.234,2.7546,-1.349,0.2,16,0.9419,kdr_Latn,1.2011,skg_Latn,0.3826,8,0,0.0,mid
kpq_Latn,Latn,6764,3.83,2.8361,-0.208,0.2,73,0.8143,eto_Latn,0.9492,nlc_Latn,0.5047,6,0,0.0,mid
kpr_Latn,Latn,27728,4.443,2.877,0.365,0.2,29,0.8609,nou_Latn,0.8609,nou_Latn,0.9065,8,0,0.0,head
kpv_Cyrl,Cyrl,37519,4.574,2.8056,-0.845,0.2,58,0.1438,koi_Cyrl,0.5378,mhr_Cyrl,0.3752,39,3,0.075,head
kpw_Latn,Latn,23907,4.379,2.7726,-1.096,0.2,1,0.9656,tmd_Latn,1.11,kmh_Latn,0.5129,8,0,0.0,head
kpx_Latn,Latn,24157,4.383,2.7823,-0.962,0.2,8,0.9605,tkl_Latn,1.1525,meu_Latn,0.2416,5,0,0.0,head
kpz_Latn,Latn,13549,4.132,2.8708,0.278,0.2,48,0.8562,diu_Latn,0.9741,ach_Latn,0.316,15,0,0.0,mid
kqa_Latn,Latn,889,2.949,3.0503,2.789,0.2,121,0.5902,diu_Latn,0.7748,swb_Latn,0.8111,1,0,0.0,isolated_tail
kqc_Latn,Latn,22286,4.348,2.8162,-0.487,0.2,35,0.9161,diu_Latn,1.0987,kin_Latn,0.2229,6,0,0.0,head
kqe_Latn,Latn,17772,4.25,2.8953,0.62,0.2,57,0.4326,msk_Latn,0.8957,fil_Latn,0.1777,11,0,0.0,mid
kqf_Latn,Latn,4591,3.662,2.943,1.288,0.2,124,0.731,sby_Latn,0.7424,dww_Latn,0.1478,3,0,0.0,mid
kql_Latn,Latn,1133,3.055,3.075,3.135,0.2,127,0.5953,tzl_Latn,0.7812,avk_Latn,0.3707,2,0,0.0,mid
kqn_Latn,Latn,100000,5.0,2.8905,0.553,0.2,129,0.3693,lub_Latn,,,,425,4,0.009,head
kqo_Latn,Latn,11062,4.044,2.7057,-2.033,0.2,2,0.9805,vot_Latn,1.186,mad_Latn,0.2482,11,1,0.083,mid
kqp_Latn,Latn,17793,4.25,2.7727,-1.095,0.2,19,0.9172,eto_Latn,1.0719,bam_Latn,0.9516,11,0,0.0,mid
kqs_Latn,Latn,11046,4.043,2.8804,0.413,0.2,68,0.7801,mev_Latn,0.8482,bam_Latn,0.5908,12,0,0.0,mid
kqw_Latn,Latn,13948,4.145,2.8607,0.136,0.2,61,0.756,lbb_Latn,0.9492,rai_Latn,0.5714,2,0,0.0,mid
kqy_Ethi,Ethi,13330,4.125,2.6852,-0.257,0.2,12,0.4022,wal_Ethi,0.5293,kxc_Ethi,0.9898,13,0,0.0,mid
krc_Cyrl,Cyrl,23418,4.37,2.8974,0.366,0.2,73,0.3282,kum_Cyrl,0.3872,crh_Cyrl,0.601,21,1,0.045,head
kri_Latn,Latn,100000,5.0,2.7747,-1.067,0.2,9,0.9253,pcm_Latn,,,,159,1,0.006,head
krj_Latn,Latn,17825,4.251,2.9169,0.923,0.2,78,0.3819,clu_Latn,0.4055,hil_Latn,0.1782,17,11,0.611,mid
krl_Latn,Latn,9341,3.97,2.9523,1.419,0.2,162,0.2981,olo_Latn,0.4556,fin_Latn,0.0934,9,13,1.3,mid
kru_Deva,Deva,17760,4.249,2.7962,-0.964,0.2,30,0.6238,kas_Deva,0.6282,awa_Deva,0.9497,11,0,0.0,mid
krx_Latn,Latn,970,2.987,3.222,5.193,0.2,341,0.482,vot_Latn,0.6686,vmk_Latn,0.5893,1,0,0.0,flat_magnet
ksb_Latn,Latn,11038,4.043,2.9459,1.329,0.2,188,0.5036,ziw_Latn,0.5036,ziw_Latn,0.6191,10,1,0.091,mid
ksc_Latn,Latn,10977,4.041,2.9295,1.099,0.2,95,0.7298,ebk_Latn,0.7298,ebk_Latn,0.6167,8,0,0.0,mid
ksd_Latn,Latn,59612,4.775,2.8398,-0.156,0.2,12,0.9565,mrv_Latn,1.0792,sun_Latn,0.5961,13,0,0.0,head
ksf_Latn,Latn,11299,4.053,2.7742,-1.075,0.2,21,0.865,mev_Latn,1.079,xuo_Latn,0.6377,10,0,0.0,mid
ksh_Latn,Latn,11430,4.058,3.001,2.1,0.2,295,0.2525,gsw_Latn,0.2525,gsw_Latn,0.1222,10,31,2.818,flat_magnet
ksj_Latn,Latn,10732,4.031,2.7948,-0.785,0.2,42,0.892,mrv_Latn,1.0371,snc_Latn,0.4369,3,0,0.0,mid
ksp_Latn,Latn,8240,3.916,2.848,-0.042,0.2,72,0.8133,eto_Latn,0.9571,gvl_Latn,0.4622,9,0,0.0,mid
ksr_Latn,Latn,27341,4.437,2.8329,-0.252,0.2,6,0.9733,mrv_Latn,1.0828,mlh_Latn,0.8744,9,0,0.0,head
kss_Latn,Latn,100000,5.0,2.7599,-1.275,0.2,2,0.8571,kqs_Latn,,,,139,1,0.007,head
ksw_Mymr,Mymr,100000,5.0,2.5909,-2.876,0.2,0,1.0937,mnw_Mymr,,,,106,0,0.0,head
ktb_Ethi,Ethi,13238,4.122,2.7047,0.059,0.2,12,0.3833,wal_Ethi,0.387,amh_Ethi,0.1324,10,0,0.0,mid
ktj_Latn,Latn,17646,4.247,2.797,-0.755,0.2,6,0.4521,ted_Latn,0.9466,wob_Latn,0.9941,12,0,0.0,mid
ktm_Latn,Latn,6181,3.791,2.9049,0.755,0.2,101,0.7543,nss_Latn,0.9546,jav_Latn,0.0618,3,0,0.0,mid
kto_Latn,Latn,30763,4.488,2.8309,-0.28,0.2,12,0.9403,mgm_Latn,1.0258,pam_Latn,0.9003,7,1,0.125,head
